neuron,category,formula,threshold
311,(object-X OR scene OR scene OR object-X OR scene OR scene OR object-X OR object OR scene OR scene),(hovel-X OR barn-s OR cavern-indoor-s OR horse-X OR sauna-s OR fort-s OR animal-X OR tent OR corral-s OR hayfield-s),3.6
312,(((((scene OR scene OR scene) AND NOT object-X) OR object-X OR scene) AND NOT (object-X OR scene OR object-X)) OR object-X),(((((cemetery-s OR computer room-s OR call center-s) AND NOT person-X) OR monitoring device-X OR assembly line-s) AND NOT (partition-X OR office-s OR earth-X)) OR gravestone-X),4.7
313,((scene OR scene OR scene OR scene OR scene OR object-X OR object-X OR scene) CLOSE TO (object-X AND NOT color)),((mountain snowy-s OR tower-s OR water tower-s OR amusement park-s OR forest-broadleaf-s OR big top-X OR tower-X OR fire escape-s) CLOSE TO (sky-X AND NOT blue-c)),4.0
314,(((scene OR scene OR scene OR scene OR scene OR object-X OR scene OR object) AND NOT scene) OR scene),(((corridor-s OR castle-s OR gymnasium-indoor-s OR operating room-s OR ruin-s OR aircraft carrier-X OR building complex-s OR skyscraper) AND NOT skyscraper-s) OR donjon-s),4.1
315,((((((scene OR object-X OR scene OR scene OR object) CLOSE object-X) AND NOT object) OR object-X) AND NOT object) OR object-X),((((((roundabout-s OR railroad train-X OR parking lot-s OR viaduct-s OR road) CLOSE sky-X) AND NOT road) OR railway-X) AND NOT sky) OR bowling alley-X),3.9
316,(((((object CLOSE TO object-X) AND NOT scene) OR object-X OR object-X) CLOSE TO object-X) OR scene OR object-X OR scene OR scene),(((((building CLOSE TO road-X) AND NOT street-s) OR truck-X OR lighthouse-X) CLOSE TO sky-X) OR apse-indoor-s OR water tower-X OR funeral chapel-s OR nuclear power plant-outdoor-s),4.7
317,(object-X OR object-X OR object OR object OR object-X OR object-X OR object-X OR object OR object OR part-X),(computer-X OR television-X OR fireplace OR arcade machine OR monitoring device-X OR laptop-X OR crt screen-X OR microwave OR silver screen OR screen-X),5.3
318,(((((scene CLOSE (object OR object OR object)) WITH object-X) OR object) CLOSE TO object & object) AND NOT object),(((((kitchen-s CLOSE (stove OR oven OR dishwasher)) WITH cabinet-X) OR microwave) CLOSE TO wall & cabinet) AND NOT refrigerator),5.8
319,(object-X OR object-X OR object-X OR object-X OR object-X OR object-X OR object-X OR object-X OR object-X OR object),(plane-X OR fountain-X OR carousel-X OR big top-X OR playground-X OR helicopter-X OR bottle-X OR mosque-X OR bandstand-X OR dome),4.5
320,(scene OR object OR scene OR scene OR scene OR scene OR object-X OR scene OR scene OR scene),(cemetery-s OR hovel OR oast house-s OR church-outdoor-s OR donjon-s OR barn-s OR ruins-X OR mausoleum-s OR pagoda-s OR butte-s),3.8
321,((scene OR scene OR object-X OR object OR object-X OR object-X OR object-X OR object-X OR object) AND NOT scene),((ball pit-s OR orchard-s OR ice-X OR inflatable bounce game OR bowling alley-X OR iceberg-X OR trench-X OR ball-X OR fruit) AND NOT crevasse-s),3.3
322,((((scene OR object-X OR part-X OR scene) CLOSE (color-X OR object-X)) OR object-X OR scene OR scene) AND NOT scene),((((garage-indoor-s OR court-X OR garage door-X OR parking garage-indoor-s) CLOSE (grey-c-X OR grass-X)) OR tennis court-X OR volleyball court-outdoor-s OR basketball court-indoor-s) AND NOT fire station-s),4.8
323,((((object-X OR object-X) CLOSE TO object-X) OR object-X OR object) CLOSE TO ((color AND NOT object) OR object-X OR scene OR scene)),((((mountain-X OR signboard-X) CLOSE TO sky-X) OR helicopter-X OR badlands) CLOSE TO ((blue-c AND NOT mountain) OR bush-X OR canyon-s OR mountain-s)),3.8
324,((object CLOSE (object-X OR scene)) OR scene OR scene OR part-X OR scene OR object-X OR object-X OR object-X),((person CLOSE (tree-X OR cockpit-s)) OR beer garden-s OR volleyball court-outdoor-s OR head-X OR market-outdoor-s OR big top-X OR playground-X OR umbrella-X),3.2
325,(((((object-X OR object-X OR object-X OR scene) CLOSE (object-X OR object)) AND color-X) OR object-X OR object-X) CLOSE TO object),(((((bed-X OR fireplace-X OR sofa-X OR parlor-s) CLOSE (painting-X OR mirror)) AND brown-c-X) OR altar-X OR fireplace-X) CLOSE TO wall),5.0
326,((((((scene OR object-X OR object-X OR scene) AND NOT object) OR object-X) AND NOT object) OR scene) AND NOT (object-X OR scene)),((((((creek-s OR waterfall-X OR desert-X OR bog-s) AND NOT tree) OR lake-X) AND NOT lake) OR waterfall-cascade-s) AND NOT (field-X OR hot spring-s)),6.5
327,((((((object-X AND object-X) OR scene) CLOSE TO color-X) OR scene) AND NOT (scene OR scene OR scene OR scene)) OR scene),((((((building-X AND tree-X) OR waiting room-s) CLOSE TO black-c-X) OR orchard-s) AND NOT (street-s OR campus-s OR castle-s OR church-outdoor-s)) OR embassy-s),5.1
328,((((object-X OR object-X OR object-X OR object) AND NOT object) CLOSE (object OR object)) OR object OR object-X),((((pool table-X OR ring-X OR tennis court-X OR table tennis) AND NOT wall) CLOSE (wall OR net)) OR pool table OR stretcher-X),5.4
329,(((object-X OR scene OR object-X OR object-X OR object OR object-X OR scene OR object-X) AND NOT scene) OR object),(((apparel-X OR dolmen-s OR shirt-X OR viaduct-X OR pool table OR aqueduct-X OR earth fissure-s OR eiderdown-X) AND NOT hotel room-s) OR cliff),3.8
330,(((scene AND object-X) OR object-X OR scene OR scene OR object OR object) CLOSE TO ((object-X OR object-X) AND NOT object-X)),(((conference room-s AND table-X) OR computer-X OR witness stand-s OR sandbox-s OR swivel chair OR book) CLOSE TO ((wall-X OR person-X) AND NOT table-X)),3.6
331,((scene OR scene OR scene OR scene OR scene OR scene OR scene OR object OR object-X) CLOSE TO color-X),((forest-broadleaf-s OR elevator-interior-s OR elevator-door-s OR kennel-indoor-s OR elevator-freight elevator-s OR doorway-indoor-s OR shower-s OR tower OR lockers-X) CLOSE TO grey-c-X),4.3
332,(((object-X OR scene OR scene OR scene OR scene OR scene OR scene) AND NOT scene) OR scene OR scene),(((pool table-X OR ocean-s OR desert-vegetation-s OR orchard-s OR savanna-s OR snowfield-s OR field-wild-s) AND NOT game room-s) OR basement-s OR forest road-s),4.2
333,(scene OR scene OR scene OR scene OR object OR object-X OR object OR object-X OR scene OR object-X),(gazebo-exterior-s OR bowling alley-s OR theater-indoor procenium-s OR sauna-s OR tent OR dam-X OR big top OR bandstand-X OR cabana-s OR stage-X),4.2
334,((((object-X OR object-X OR object-X OR object-X OR object-X OR scene) CLOSE TO (color OR scene)) OR scene) AND NOT scene),((((water-X OR rock-X OR pond-X OR fountain-X OR lake-X OR waterfall-cascade-s) CLOSE TO (green-c OR jacuzzi-indoor-s)) OR zen garden-s) AND NOT lake-natural-s),4.4
335,(((scene OR object-X OR object-X OR scene OR scene OR object-X OR scene) AND NOT object-X) OR scene OR scene),(((pasture-s OR horse-X OR animal-X OR orchard-s OR bullring-s OR cow-X OR barnyard-s) AND NOT field-X) OR fence-s OR corral-s),4.6
336,(((((object-X OR object-X OR object-X OR scene) AND NOT scene) OR object-X) AND NOT object) OR scene OR scene OR scene),(((((water-X OR pool table-X OR river-X OR harbor-s) AND NOT river-s) OR lake-X) AND NOT water) OR harbor-s OR boathouse-s OR canal-urban-s),5.4
337,(((scene OR object-X OR object-X OR object-X OR scene OR scene OR scene OR scene) CLOSE object-X) AND NOT object-X),(((art gallery-s OR blackboard-X OR drawing-X OR display board-X OR art school-s OR podium-indoor-s OR kindergarden classroom-s OR witness stand-s) CLOSE wall-X) AND NOT shelf-X),4.4
338,((object-X OR object-X OR scene OR scene OR object-X OR object-X OR object-X OR object OR object-X) AND NOT scene),((ice rink-X OR court-X OR sandbox-s OR ice skating rink-indoor-s OR labyrinth-X OR bullring-X OR tennis court-X OR cradle OR playground-X) AND NOT nursery-s),3.7
339,(scene OR object-X OR object-X OR object-X OR scene OR scene OR scene OR object-X OR scene OR object),(jacuzzi-indoor-s OR swimming pool-X OR hot tub-X OR pool-X OR jacuzzi-outdoor-s OR fishpond-s OR hot tub-indoor-s OR altar-X OR hot tub-outdoor-s OR temple),4.0
340,(((object-X OR object-X OR object-X) AND NOT object) CLOSE TO ((((object OR object-X OR scene) AND NOT object-X) OR scene) AND NOT object-X)),(((sea-X OR lighthouse-X OR sand-X) AND NOT mountain) CLOSE TO ((((sky OR railing-X OR sun deck-s) AND NOT sand-X) OR balcony-interior-s) AND NOT lighthouse-X)),6.8
341,((part-X CLOSE color-X) OR scene OR object-X OR scene OR object OR object-X OR scene OR object-X OR object),((crosswalk-X CLOSE grey-c-X) OR excavation-s OR aircraft carrier-X OR auto factory-s OR autobus OR bulldozer-X OR parking garage-indoor-s OR inflatable bounce game-X OR railroad train),4.7
342,(((object-X AND object-X) AND NOT object-X) CLOSE (object-X OR object-X OR scene OR object-X OR scene OR scene OR scene)),(((tree-X AND sky-X) AND NOT grass-X) CLOSE (grass-X OR field-X OR corn field-s OR pitch-X OR cemetery-s OR golf course-s OR vineyard-s)),5.0
343,((((scene OR scene OR object-X OR object-X) CLOSE TO color-X) OR object-X OR part-X OR scene) AND NOT (scene OR part-X)),((((reception-s OR witness stand-s OR bar-X OR kitchen island-X) CLOSE TO brown-c-X) OR swivel chair-X OR head-X OR courtroom-s) AND NOT (art studio-s OR arm-X)),5.2
344,(((object-X OR scene OR scene OR scene OR object-X OR object-X) AND NOT object-X) OR scene OR object),(((autobus-X OR subway station-corridor-s OR escalator-indoor-s OR subway station-platform-s OR conveyer belt-X OR railroad train-X) AND NOT car-X) OR parking garage-indoor-s OR escalator),3.9
345,((object-X OR scene OR scene OR scene OR scene OR object-X OR scene OR scene) CLOSE TO (color OR scene)),((case-X OR pantry-s OR fastfood restaurant-s OR fitting room-interior-s OR shopping mall-indoor-s OR apparel-X OR ice cream parlor-s OR candy store-s) CLOSE TO (brown-c OR pantry-s)),4.4
346,((((object-X CLOSE color-X) OR object-X OR scene OR object-X) CLOSE TO object-X) OR object-X),((((sea-X CLOSE green-c-X) OR palm-X OR amusement park-s OR carousel-X) CLOSE TO sky-X) OR island-X),3.8
347,((((((object-X OR object-X OR scene OR scene) CLOSE TO color) OR object-X) CLOSE TO (color-X OR object)) OR object-X) AND NOT scene),((((((mountain-X OR hill-X OR vineyard-s OR hill-s) CLOSE TO green-c) OR aquarium-X) CLOSE TO (blue-c-X OR field)) OR valley-X) AND NOT mountain snowy-s),4.0
348,(((((object OR scene) CLOSE TO (object-X OR part-X)) OR scene OR object-X OR object-X OR scene) AND NOT part-X) OR scene),(((((bed OR window seat-s) CLOSE TO (windowpane-X OR footboard-X)) OR dolmen-s OR kitchen island-X OR sculpture-X OR jewelry shop-s) AND NOT headboard-X) OR cloister-indoor-s),3.8
349,((((scene OR scene OR object-X OR object-X) AND NOT color-X) OR scene OR object) AND NOT object),((((shoe shop-s OR closet-s OR aqueduct-X OR viaduct-X) AND NOT orange-c-X) OR shoe shop-s OR lockers) AND NOT case),4.3
350,((((((scene CLOSE object) OR object-X OR object-X) AND NOT object) OR object) CLOSE TO (object AND NOT (object-X OR object-X))) AND NOT object),((((((bathroom-s CLOSE sink) OR screen door-X OR toilet-X) AND NOT door) OR shower) CLOSE TO (wall AND NOT (sink-X OR toilet-X))) AND NOT cabinet),5.7
351,((scene OR scene OR object-X OR object-X OR scene OR object-X OR object-X OR object-X OR scene) CLOSE TO object-X),((desert-sand-s OR lighthouse-s OR vineyard-X OR truck-X OR irrigation ditch-s OR person-X OR dirt track-X OR path-X OR cemetery-s) CLOSE TO sky-X),3.7
352,(((((scene OR scene OR object-X) AND NOT object) OR scene OR scene) CLOSE object-X) OR object),(((((airport terminal-s OR parking garage-indoor-s OR arcade-X) AND NOT ceiling) OR shopping mall-indoor-s OR shower-s) CLOSE ceiling-X) OR service station),3.9
353,((scene OR object-X OR object OR object-X) AND NOT (scene OR object-X)),((closet-s OR cradle-X OR apparel OR jacket-X) AND NOT (bedroom-s OR desk-X)),4.9
354,((((object-X WITH object-X) OR scene OR scene OR scene OR object-X) CLOSE TO ((object AND NOT color) OR scene)) OR object-X),((((tree-X WITH sidewalk-X) OR gazebo-exterior-s OR park-s OR pagoda-s OR palm-X) CLOSE TO ((building AND NOT black-c) OR windmill-s)) OR playground-X),4.4
355,(((scene OR scene OR scene OR object-X OR scene OR scene) AND NOT object-X) CLOSE (object OR scene OR scene)),(((classroom-s OR kindergarden classroom-s OR lecture room-s OR stretcher-X OR workshop-s OR cafeteria-s) AND NOT ceiling-X) CLOSE (wall OR hospital room-s OR operating room-s)),4.3
356,(((object-X OR scene OR scene OR scene OR object-X) AND NOT object) OR object OR object-X OR scene OR object),(((rock-X OR zen garden-s OR topiary garden-s OR japanese garden-s OR fountain-X) AND NOT water) OR animal OR straw-X OR botanical garden-s OR sculpture),4.1
357,((scene OR scene OR scene OR scene OR scene OR scene OR scene) CLOSE ((object-X AND NOT object) OR object-X)),((reception-s OR lobby-s OR art gallery-s OR ballroom-s OR throne room-s OR bank-indoor-s OR conference center-s) CLOSE ((ceiling-X AND NOT ceiling) OR chandelier-X)),4.7
358,(((object-X OR object-X) CLOSE object) OR object-X OR object-X OR object-X OR object-X OR scene OR object OR object-X),(((pool table-X OR cradle-X) CLOSE wall) OR playground-X OR service station-X OR ring-X OR tennis court-X OR volleyball court-outdoor-s OR plaything OR inflatable bounce game-X),4.3
359,(scene OR scene OR object OR object-X OR object-X),(golf course-s OR fairway-s OR pool table OR ice rink-X OR bowling alley-X),5.0
360,((((((part-X CLOSE object-X) OR scene OR object-X OR scene OR scene) AND NOT scene) OR part-X) AND NOT object-X) OR object),((((((crosswalk-X CLOSE building-X) OR cathedral-indoor-s OR acropolis-X OR church-indoor-s OR natural history museum-s) AND NOT building facade-s) OR column-X) AND NOT seat-X) OR aqueduct),4.5
361,((scene OR scene OR object-X OR object-X OR scene OR scene OR scene OR scene) CLOSE (color-X OR color-X)),((archive-s OR bank vault-s OR stage-X OR grand piano-X OR auditorium-s OR butchers shop-s OR wine cellar-bottle storage-s OR jewelry shop-s) CLOSE (brown-c-X OR red-c-X)),3.8
362,((((scene AND object-X) OR scene OR object OR scene OR object OR scene) AND color-X) OR object-X OR scene),((((mountain snowy-s AND sky-X) OR bowling alley-s OR pool table OR television studio-s OR swimming pool OR oasis-s) AND blue-c-X) OR bowling alley-X OR desert-vegetation-s),4.4
363,((scene OR scene OR object-X OR scene OR scene OR scene OR scene) CLOSE TO (object-X OR scene OR scene)),((wheat field-s OR corn field-s OR sand-X OR bayou-s OR field road-s OR sandbar-s OR irrigation ditch-s) CLOSE TO (sky-X OR wheat field-s OR corn field-s)),3.8
364,(((((scene AND object-X) OR scene OR object OR scene OR scene) AND NOT object-X) OR scene) AND NOT (object-X OR object-X)),(((((conference room-s AND table-X) OR greenhouse-indoor-s OR greenhouse OR atrium-public-s OR hangar-indoor-s) AND NOT floor-X) OR basketball court-indoor-s) AND NOT (court-X OR painting-X)),4.5
365,((object OR object-X OR scene OR scene OR scene OR scene OR object-X) CLOSE TO (object-X OR scene OR scene)),((person OR ice rink-X OR volleyball court-outdoor-s OR ski slope-s OR rope bridge-s OR badminton court-outdoor-s OR playground-X) CLOSE TO (tree-X OR airport terminal-s OR street-s)),4.4
366,(scene OR object-X OR scene OR object-X OR object-X OR scene OR object-X OR object-X OR object-X OR scene),(airport terminal-s OR signboard-X OR supermarket-s OR bowling alley-X OR trade name-X OR kiosk-indoor-s OR washing machines-X OR text-X OR bulletin board-X OR movie theater-outdoor-s),4.4
367,((((((scene OR scene) CLOSE TO object & object-X) OR scene) CLOSE TO object-X) OR object-X OR scene OR scene) CLOSE TO object),((((((corridor-s OR cloister-indoor-s) CLOSE TO floor & ceiling-X) OR cargo container interior-s) CLOSE TO ceiling-X) OR catwalk-X OR medina-s OR alley-s) CLOSE TO wall),4.1
368,(((object-X AND NOT object) CLOSE (object-X OR color-X)) OR object-X),(((windmill-X AND NOT sky) CLOSE (sky-X OR green-c-X)) OR fan-X),4.4
369,(((scene CLOSE object) OR object OR object-X OR object-X OR object) AND NOT (scene OR object)),(((nursery-s CLOSE cradle) OR railing OR cradle-X OR playground-X OR bannister) AND NOT (staircase-s OR fence)),4.4
370,(scene OR scene OR scene OR object-X OR scene OR object-X OR scene OR object-X OR scene OR object-X),(ball pit-s OR playroom-s OR sandbox-s OR aquarium-X OR jacuzzi-indoor-s OR baptismal font-X OR day care center-s OR fish-X OR kindergarden classroom-s OR inflatable bounce game-X),2.9
371,((scene OR object-X OR object-X OR object) CLOSE ((object-X OR object-X OR object-X OR object-X) AND NOT (object OR object-X))),((closet-s OR washer-X OR stove-X OR dishwasher) CLOSE ((wall-X OR shirt-X OR door-X OR apparel-X) AND NOT (apparel OR stove-X))),5.4
372,(((object-X OR object-X OR scene OR object-X OR scene OR scene OR scene OR scene) WITH color-X) AND NOT object-X),(((rubbish-X OR rubble-X OR junkyard-s OR steam shovel-X OR slum-s OR junk pile-s OR bazaar-outdoor-s OR orchard-s) WITH black-c-X) AND NOT plant-X),3.9
373,((((((color AND object-X) OR scene) CLOSE TO (object OR object-X)) OR object-X OR scene OR object-X) CLOSE TO object-X) AND NOT color-X),((((((yellow-c AND wall-X) OR corridor-s) CLOSE TO (ceiling OR person-X)) OR bowling alley-X OR bank-indoor-s OR washer-X) CLOSE TO wall-X) AND NOT orange-c-X),4.8
374,(((scene OR object-X OR scene OR object-X OR object-X OR object-X) CLOSE TO object) OR object-X OR part-X OR object-X),(((ice skating rink-indoor-s OR sink-X OR ice cream parlor-s OR countertop-X OR bathtub-X OR washer-X) CLOSE TO wall) OR ice rink-X OR water tank-X OR tumble dryer-X),4.6
375,(object-X OR part-X OR object-X OR object OR object-X OR scene OR object-X OR scene OR scene OR part-X),(case-X OR shop window-X OR display window-X OR animal OR box office-X OR newsstand-outdoor-s OR sculpture-X OR butchers shop-s OR kiosk-outdoor-s OR head-X),3.5
376,(((scene OR scene OR object-X OR scene OR object-X OR object-X) CLOSE TO ((object-X AND NOT object-X) OR object-X)) OR object),(((subway interior-s OR airplane cabin-s OR washer-X OR bus interior-s OR toilet-X OR washing machines-X) CLOSE TO ((wall-X AND NOT toilet-X) OR ceiling-X)) OR washer),4.4
377,((scene OR scene OR object OR scene OR scene OR part-X OR object-X OR scene OR scene) AND NOT object-X),((elevator-door-s OR archive-s OR pool table OR fitting room-interior-s OR elevator-interior-s OR garage door-X OR folding door-X OR doorway-outdoor-s OR locker room-s) AND NOT wardrobe-X),3.6
378,(object-X OR object-X OR scene OR object-X OR scene OR object OR object OR object),(bridge-X OR aqueduct-X OR viaduct-s OR tunnel-X OR arch-s OR carport OR service station OR covered bridge),4.8
379,(((((scene OR object-X) CLOSE object-X) OR scene) CLOSE TO object-X) OR object-X OR object-X OR scene OR scene OR object-X),(((((gymnasium-indoor-s OR swivel chair-X) CLOSE wall-X) OR music studio-s) CLOSE TO floor-X) OR television camera-X OR equipment-X OR desert-vegetation-s OR gymnasium-indoor-s OR bicycle-X),4.2
380,(object-X OR scene OR object-X OR object OR object-X OR object OR scene),(tent-X OR cubicle-office-s OR washer-X OR big top OR washing machines-X OR henhouse OR call center-s),4.9
381,((((object OR scene OR scene) CLOSE TO color-X) OR object OR scene OR object-X OR part) AND NOT (object-X OR object-X)),((((house OR swimming pool-outdoor-s OR house-s) CLOSE TO blue-c-X) OR pool table OR dolmen-s OR vineyard-X OR garage door) AND NOT (railing-X OR sea-X)),4.5
382,(((object-X CLOSE ((object OR object-X) AND NOT object-X)) OR object) AND NOT (object-X OR part-X OR scene)),(((bed-X CLOSE ((curtain OR canopy-X) AND NOT bed-X)) OR tent) AND NOT (chair-X OR footboard-X OR nursery-s)),5.5
383,(scene OR object-X OR object-X OR scene OR scene OR part-X OR part-X OR object-X OR object-X),(garage-indoor-s OR washer-X OR bicycle-X OR auto showroom-s OR workshop-s OR wheel-X OR garage door-X OR minibike-X OR washing machines-X),4.6
384,(((scene OR object-X OR object-X OR object-X OR object-X) AND NOT object-X) OR object-X),(((closet-s OR apparel-X OR jersey-X OR jacket-X OR trouser-X) AND NOT bed-X) OR shirt-X),5.2
385,(((object-X OR object-X OR object-X OR object-X OR object OR object-X) AND NOT (object-X OR object-X OR object)) OR object),(((autobus-X OR railroad train-X OR truck-X OR tunnel-X OR caravan OR viaduct-X) AND NOT (car-X OR field-X OR mountain)) OR autobus),3.4
386,(((object-X OR object-X OR scene OR object-X OR scene OR object OR object OR object) AND NOT scene) OR scene),(((hovel-X OR shanties-X OR medina-s OR service station-X OR bazaar-outdoor-s OR caravan OR shelter OR truck) AND NOT street-s) OR fort-s),4.0
387,(scene OR scene OR scene OR object OR scene OR scene OR object OR object OR scene OR scene),(sauna-s OR barn-s OR fence-s OR covered bridge OR shed-s OR fort-s OR hovel OR lockers OR wheat field-s OR hayfield-s),4.2
388,((((object-X OR scene) CLOSE (((object OR scene) AND NOT object-X) OR scene OR scene OR scene)) AND NOT object-X) CLOSE TO object-X),((((table-X OR balcony-interior-s) CLOSE (((chair OR cafeteria-s) AND NOT table-X) OR bistro-indoor-s OR beer garden-s OR lecture room-s)) AND NOT sofa-X) CLOSE TO wall-X),7.0
389,(((scene OR scene OR scene OR scene OR scene) CLOSE (object-X AND NOT object)) OR object-X OR object OR object-X),(((castle-s OR lighthouse-s OR donjon-s OR abbey-s OR cottage-s) CLOSE (sky-X AND NOT sky)) OR telephone booth-X OR tower OR lighthouse-X),5.0
390,(((scene OR scene OR scene OR object-X OR scene OR scene OR object-X OR scene) CLOSE object) OR object-X),(((amusement park-s OR planetarium-outdoor-s OR geodesic dome-outdoor-s OR rubbish-X OR nuclear power plant-outdoor-s OR hangar-outdoor-s OR steam shovel-X OR control tower-outdoor-s) CLOSE sky) OR bulldozer-X),4.5
391,(((scene OR scene OR scene OR object-X OR object OR scene OR object-X) CLOSE TO (color OR object-X)) OR part-X),(((art gallery-s OR gymnasium-indoor-s OR clothing store-s OR acropolis-X OR cushion OR amphitheater-s OR sculpture-X) CLOSE TO (brown-c OR machine-X)) OR column-X),4.4
392,((scene OR object-X OR scene OR object-X OR object OR object-X OR scene OR scene) AND NOT object-X),((shoe shop-s OR animal-X OR hayfield-s OR ring-X OR swivel chair OR ice rink-X OR catwalk-s OR boxing ring-s) AND NOT counter-X),4.0
393,((((((color AND object-X) OR object-X) CLOSE (color-X AND NOT object)) WITH (object-X OR object-X)) OR scene) AND NOT (color-X OR object-X)),((((((white-c AND windowpane-X) OR cradle-X) CLOSE (white-c-X AND NOT windowpane)) WITH (wall-X OR table-X)) OR baseball field-s) AND NOT (yellow-c-X OR painting-X)),4.0
394,((scene AND object-X) OR object-X OR object OR object),((attic-s AND wall-X) OR tent-X OR dome OR greenhouse),5.8
395,((scene OR scene OR scene OR scene OR object OR scene OR scene) AND NOT (object-X OR object-X OR object-X)),((cockpit-s OR bus interior-s OR cubicle-office-s OR car interior-backseat-s OR escalator OR subway interior-s OR airplane cabin-s) AND NOT (plane-X OR table-X OR monitoring device-X)),3.5
396,(((scene OR scene OR scene OR scene) CLOSE TO color) OR object-X OR object-X OR object-X OR scene OR scene),(((closet-s OR shoe shop-s OR beauty salon-s OR clothing store-s) CLOSE TO black-c) OR television camera-X OR apparel-X OR shirt-X OR bazaar-outdoor-s OR auto mechanics-indoor-s),4.2
397,((((((object AND color-X) CLOSE object) WITH object-X) AND NOT scene) CLOSE TO ((object AND NOT color-X) OR object-X OR object-X)) OR part-X),((((((windowpane AND white-c-X) CLOSE windowpane) WITH wall-X) AND NOT living room-s) CLOSE TO ((wall AND NOT white-c-X) OR table-X OR cushion-X)) OR lower sash-X),5.4
398,((scene OR object-X OR scene OR scene OR part-X OR object-X OR scene OR scene) AND NOT (scene OR scene)),((elevator shaft-s OR escalator-X OR fire escape-s OR covered bridge-interior-s OR column-X OR elevator-X OR wrestling ring-indoor-s OR boxing ring-s) AND NOT (airport terminal-s OR street-s)),3.4
399,(object-X OR scene OR scene OR scene OR scene OR scene OR scene OR object-X OR scene OR object-X),(flower-X OR jacuzzi-indoor-s OR florist shop-outdoor-s OR swimming pool-outdoor-s OR florist shop-indoor-s OR jacuzzi-outdoor-s OR shed-s OR hot tub-X OR yard-s OR flowerpot-X),5.7
400,(((scene CLOSE TO object & object) AND NOT object-X) WITH ((object-X OR part-X) AND NOT object-X)),(((living room-s CLOSE TO sofa & windowpane) AND NOT table-X) WITH ((wall-X OR arm-X) AND NOT fireplace-X)),6.9
401,(((((((object CLOSE TO object & object-X) AND scene) CLOSE TO color) OR scene) AND NOT object-X) AND object) AND NOT (object-X OR part-X)),(((((((building CLOSE TO road & sky-X) AND street-s) CLOSE TO white-c) OR fire escape-s) AND NOT tree-X) AND building) AND NOT (sidewalk-X OR shop window-X)),4.6
402,(((((object-X AND scene) AND NOT color) CLOSE TO (object AND NOT object-X)) OR object-X OR part-X OR object-X OR object-X) AND NOT object),(((((road-X AND street-s) AND NOT black-c) CLOSE TO (building AND NOT road-X)) OR bowling alley-X OR shop window-X OR railway-X OR central reservation-X) AND NOT car),4.9
403,(((((scene OR object-X OR scene OR scene OR scene) AND NOT object-X) OR object-X) AND NOT object-X) OR object-X),(((((desert-sand-s OR tent-X OR oasis-s OR butte-s OR canyon-s) AND NOT rock-X) OR badlands-X) AND NOT land-X) OR tent-X),3.7
404,(((object OR scene OR object OR scene OR object OR scene) CLOSE TO (color OR object OR scene)) OR scene),(((house OR slum-s OR hovel OR fort-s OR shelter OR ski resort-s) CLOSE TO (black-c OR hovel OR hunting lodge-outdoor-s)) OR chalet-s),4.1
405,(scene OR scene OR scene OR object-X OR object-X OR object-X OR object-X),(gas station-s OR boxing ring-s OR wrestling ring-indoor-s OR telephone booth-X OR service station-X OR gas station-X OR gas pump-X),4.1
406,(scene OR object-X OR scene OR object OR scene OR object-X OR scene OR scene OR scene OR scene),(excavation-s OR trench-X OR theater-indoor procenium-s OR embankment OR corn field-s OR bulldozer-X OR rubble-s OR funeral chapel-s OR conference center-s OR dirt track-s),4.1
407,((((((object-X OR scene) CLOSE object-X) OR scene OR object-X OR object-X OR object-X) AND NOT object) OR object-X) AND NOT object-X),((((((toilet-X OR shower-s) CLOSE wall-X) OR fitting room-interior-s OR water tower-X OR elevator door-X OR shower-X) AND NOT door) OR gravestone-X) AND NOT countertop-X),4.1
408,(((((scene CLOSE object-X) OR scene OR scene OR scene) CLOSE TO (object-X OR object-X)) OR part) CLOSE TO (object-X OR object-X)),(((((corridor-s CLOSE ceiling-X) OR hallway-s OR cloister-indoor-s OR covered bridge-interior-s) CLOSE TO (floor-X OR door-X)) OR lid) CLOSE TO (ceiling-X OR door-X)),4.5
409,((((scene OR scene OR scene OR scene OR scene OR scene) AND NOT object) OR object-X OR scene) CLOSE object),((((art gallery-s OR ballroom-s OR artists loft-s OR martial arts gym-s OR parking garage-indoor-s OR basement-s) AND NOT floor) OR tennis court-X OR museum-indoor-s) CLOSE floor),5.1
410,((((scene OR scene OR scene OR object-X OR scene) CLOSE (object-X OR object-X OR object-X)) AND NOT object) WITH color-X),((((mountain snowy-s OR ski resort-s OR forest-needleleaf-s OR snow-X OR chalet-s) CLOSE (tree-X OR building-X OR house-X)) AND NOT snow) WITH blue-c-X),4.6
411,((((((object-X CLOSE TO color) OR object) CLOSE TO (object-X AND NOT object-X)) OR object-X OR object) AND NOT (part OR scene)) OR part-X),((((((bed-X CLOSE TO white-c) OR pillow) CLOSE TO (wall-X AND NOT bed-X)) OR stretcher-X OR plane) AND NOT (footboard OR youth hostel-s)) OR lid-X),5.0
412,(object-X OR object-X OR scene OR scene OR object-X OR object),(pool table-X OR machine-X OR bank vault-s OR auto factory-s OR cannon-X OR instrument panel),4.9
