neuron,category,formula,threshold
329,(object OR object OR object-X OR object OR object-X OR part-X OR object OR object-X OR object OR object),(rock OR apparel OR shirt-X OR pool table OR viaduct-X OR fuselage-X OR eiderdown OR aqueduct-X OR cliff OR sculpture),3.8
330,(((((object-X AND scene) OR object-X OR object-X OR part-X) AND NOT (scene OR object)) OR object-X) AND NOT (object-X OR scene)),(((((table-X AND conference room-s) OR computer-X OR laptop-X OR head-X) AND NOT (art studio-s OR windowpane)) OR computer-X) AND NOT (crt screen-X OR witness stand-s)),3.6
331,((object-X OR object OR object OR object-X OR object-X OR object OR object) AND NOT (scene OR scene)),((elevator door-X OR tower OR elevator OR folding door-X OR lockers-X OR grille door OR file cabinet) AND NOT (garage-indoor-s OR skyscraper-s)),4.3
332,((object-X OR object OR scene) AND NOT (scene OR scene OR object-X)),((pool table-X OR desert OR ocean-s) AND NOT (field-wild-s OR basement-s OR earth-X)),4.2
333,((object-X OR object OR object-X OR object-X OR object-X OR object OR object-X OR object) AND NOT object-X),((stage-X OR tent OR bandstand-X OR bowling alley-X OR dam-X OR big top OR viaduct-X OR pier) AND NOT sea-X),4.2
334,((object-X OR object-X OR object-X OR object-X OR object-X) CLOSE TO ((color-X OR scene) AND NOT (object OR object-X OR object-X))),((water-X OR river-X OR pond-X OR lake-X OR fountain-X) CLOSE TO ((green-c-X OR jacuzzi-indoor-s) AND NOT (water OR river-X OR lake-X))),4.4
335,(((object-X AND object-X) OR object-X OR object-X OR object-X OR object-X OR object-X OR object) AND NOT (object OR scene)),(((grass-X AND tree-X) OR horse-X OR animal-X OR cow-X OR bullring-X OR dirt track-X OR vineyard) AND NOT (house OR highway-s)),4.6
336,((((((object-X OR object-X OR object-X OR object-X) AND NOT object) OR object-X) AND NOT scene) OR object OR object) AND NOT scene),((((((water-X OR pool table-X OR river-X OR lake-X) AND NOT water) OR boat-X) AND NOT river-s) OR pond OR table tennis) AND NOT coast-s),5.4
337,((((scene OR object-X) CLOSE object) OR object-X OR object-X OR object-X OR object-X) CLOSE TO (object-X AND NOT (object OR object))),((((art gallery-s OR person-X) CLOSE painting) OR blackboard-X OR drawing-X OR display board-X OR board-X) CLOSE TO (wall-X AND NOT (wall OR board))),4.4
338,(object-X OR object-X OR object OR object OR object-X OR object-X OR object-X OR object OR object OR object),(ice rink-X OR court-X OR cradle OR labyrinth OR tennis court-X OR sandbox-X OR bullring-X OR windmill OR playground OR ring),3.7
339,((object-X OR object-X OR object-X OR object-X OR object OR object-X OR object OR object-X) AND NOT (object-X OR scene)),((swimming pool-X OR hot tub-X OR pool-X OR altar-X OR temple OR baptismal font-X OR fountain OR pulpit-X) AND NOT (railing-X OR hot tub-indoor-s)),4.0
340,(((object OR object-X OR object-X) AND NOT part-X) CLOSE TO ((((object-X AND NOT (object-X OR object-X)) OR object-X) AND NOT object) OR scene)),(((sea OR lighthouse-X OR sand-X) AND NOT wave-X) CLOSE TO ((((sky-X AND NOT (sea-X OR sand-X)) OR railing-X) AND NOT rock) OR sun deck-s)),6.8
341,(((color OR part) CLOSE (object-X OR object-X)) OR object-X OR object-X OR object-X OR object-X OR object-X OR object),(((yellow-c OR crosswalk) CLOSE (road-X OR car-X)) OR aircraft carrier-X OR bulldozer-X OR excavator-X OR container-X OR forklift-X OR table football),4.7
342,(((((object CLOSE TO (object-X OR object-X OR scene)) WITH object-X) OR scene) CLOSE TO (object-X AND NOT (color OR color-X))) WITH object),(((((tree CLOSE TO (grass-X OR field-X OR highway-s)) WITH sky-X) OR corn field-s) CLOSE TO (sky-X AND NOT (green-c OR black-c-X))) WITH tree),5.0
343,((object OR object-X OR object-X OR object-X OR object-X) CLOSE TO (((color-X OR object) AND NOT (object-X OR object-X)) OR part-X)),((person OR counter-X OR kitchen island-X OR bar-X OR swivel chair-X) CLOSE TO (((brown-c-X OR desk) AND NOT (bar-X OR swivel chair-X)) OR head-X)),5.2
344,(((object OR object-X OR object-X OR object-X OR scene OR object OR object OR scene) AND NOT object-X) OR object-X),(((autobus OR escalator-X OR railroad train-X OR conveyer belt-X OR subway station-corridor-s OR water tower OR ticket counter OR subway station-platform-s) AND NOT signboard-X) OR railroad train-X),3.9
345,(((((object-X OR object-X OR object-X OR object-X) CLOSE TO color & object-X) OR object-X) CLOSE TO color-X) OR object-X OR part),(((((case-X OR bar-X OR apparel-X OR counter-X) CLOSE TO brown-c & wall-X) OR patty-X) CLOSE TO brown-c-X) OR pantry-X OR water tank),4.4
346,(((object-X OR object-X OR object-X OR object-X OR object-X OR object) AND NOT object-X) OR object OR object-X OR object-X),(((palm-X OR island-X OR carousel-X OR skeleton-X OR roller coaster-X OR big top) AND NOT earth-X) OR labyrinth OR palm-X OR island-X),3.8
347,(((((((object CLOSE color) OR object-X OR object-X) CLOSE TO (color OR object)) AND NOT scene) OR object-X) WITH color-X) OR object-X),(((((((mountain CLOSE green-c) OR hill-X OR vineyard-X) CLOSE TO (blue-c OR hill)) AND NOT mountain snowy-s) OR valley-X) WITH green-c-X) OR aquarium-X),4.0
348,(((object OR object-X OR object-X OR object-X) CLOSE TO (((object OR part OR object) AND NOT object-X) OR object)) OR object-X),(((bed OR kitchen island-X OR seat-X OR countertop-X) CLOSE TO (((windowpane OR drawer OR double door) AND NOT seat-X) OR work surface)) OR sculpture-X),3.8
349,(((scene OR object-X OR object-X OR object-X OR object-X OR object-X OR object-X OR object) AND NOT object-X) OR object),(((shoe shop-s OR aqueduct-X OR shirt-X OR apparel-X OR viaduct-X OR jacket-X OR guitar-X OR lockers) AND NOT box-X) OR barrels),4.3
350,((((object-X CLOSE object-X) AND scene) OR object-X OR part-X OR object OR part) CLOSE TO (object AND NOT (object-X OR object-X))),((((sink-X CLOSE wall-X) AND bathroom-s) OR screen door-X OR lid-X OR shower OR water tank) CLOSE TO (wall AND NOT (sink-X OR toilet-X))),5.7
351,(((object-X OR object-X OR object OR scene OR object-X OR object OR object-X OR object-X) AND NOT object) OR object),(((lighthouse-X OR vineyard-X OR truck OR desert-sand-s OR horse-X OR watchtower OR steam shovel-X OR dirt track-X) AND NOT dirt track) OR tower),3.7
352,((((((object-X CLOSE object-X) AND scene) OR object OR scene) CLOSE TO object-X) OR object OR object-X) CLOSE TO (object-X OR object-X)),((((((ceiling-X CLOSE floor-X) AND airport terminal-s) OR service station OR parking garage-indoor-s) CLOSE TO floor-X) OR service station OR bannister-X) CLOSE TO (ceiling-X OR service station-X)),3.9
353,((object-X OR object-X OR object-X OR object-X OR part) AND NOT (object-X OR object-X OR object-X OR part-X)),((cradle-X OR apparel-X OR shirt-X OR jacket-X OR top) AND NOT (coffee table-X OR desk-X OR bed-X OR seat cushion-X)),4.9
354,((((((object-X CLOSE TO object) AND NOT color-X) OR object-X OR scene OR object) AND NOT color) OR object-X OR part) CLOSE TO object),((((((tree-X CLOSE TO building) AND NOT green-c-X) OR palm-X OR forest-broadleaf-s OR tower) AND NOT green-c) OR playground-X OR fire escape) CLOSE TO sky),4.4
355,(((object-X CLOSE TO (scene OR scene OR object)) OR object-X OR object-X OR object-X OR object OR scene) CLOSE TO object-X),(((wall-X CLOSE TO (classroom-s OR kindergarden classroom-s OR stretcher)) OR blackboard-X OR stretcher-X OR workbench-X OR machine OR lecture room-s) CLOSE TO wall-X),4.3
356,(object-X OR object-X OR object OR scene OR object OR object-X OR object-X OR object OR scene OR object-X),(rock-X OR fountain-X OR animal OR zen garden-s OR sculpture OR fish-X OR hay-X OR iceberg OR topiary garden-s OR straw-X),4.1
357,(((((object OR object) CLOSE object-X) WITH object-X) OR scene OR scene OR scene) CLOSE TO (object-X AND NOT (object OR object))),(((((chandelier OR counter) CLOSE wall-X) WITH ceiling-X) OR art gallery-s OR bank-indoor-s OR lobby-s) CLOSE TO (ceiling-X AND NOT (ceiling OR pillar))),4.7
358,(((object-X OR object-X OR object-X) CLOSE TO object) OR object-X OR object-X OR object OR object OR object OR object),(((cradle-X OR pool table-X OR plaything-X) CLOSE TO wall) OR playground-X OR service station-X OR net OR gas station OR ring OR vending machine),4.3
359,(((object-X OR object OR object-X OR scene OR object-X OR scene OR object) AND NOT (object-X OR object)) OR object),(((ice rink-X OR pool table OR bowling alley-X OR fairway-s OR catwalk-X OR golf course-s OR sink) AND NOT (bathtub-X OR sea)) OR lake),5.0
360,(((((part-X OR object) CLOSE object-X) AND color-X) CLOSE TO object) OR object-X OR scene OR part OR object OR object-X),(((((crosswalk-X OR person) CLOSE building-X) AND grey-c-X) CLOSE TO building) OR acropolis-X OR cathedral-indoor-s OR column OR aqueduct OR altarpiece-X),4.5
361,(((object-X OR object-X OR scene OR object-X OR scene OR object-X) CLOSE TO ((color AND NOT object-X) OR object)) OR part-X),(((seat-X OR pedestal-X OR bank vault-s OR grand piano-X OR archive-s OR escalator-X) CLOSE TO ((brown-c AND NOT seat-X) OR stage)) OR garage door-X),3.8
362,((object AND scene) OR object OR object-X OR object OR object OR object-X OR object),((sky AND mountain snowy-s) OR pool table OR bowling alley-X OR swimming pool OR water tower OR mat-X OR ring),4.4
363,(((object-X CLOSE object) OR scene OR scene OR object-X OR object OR object-X) AND NOT (object OR object-X)),(((sand-X CLOSE sea) OR wheat field-s OR corn field-s OR bulldozer-X OR labyrinth OR sand trap-X) AND NOT (bush OR boat-X)),3.8
364,(((((scene AND object-X) OR scene OR object) CLOSE TO object) OR object OR object-X) AND NOT object-X),(((((conference room-s AND table-X) OR greenhouse-indoor-s OR vault) CLOSE TO wall) OR greenhouse OR skylight-X) AND NOT painting-X),4.5
365,(object OR object-X OR object OR object-X OR object),(person OR ice rink-X OR telephone booth OR net-X OR playground),4.4
366,((scene AND object-X) OR object-X OR object-X OR object-X OR object-X OR object OR object-X OR part OR object-X),((airport terminal-s AND wall-X) OR signboard-X OR trade name-X OR text-X OR bulletin board-X OR washing machines OR bowling alley-X OR shop window OR blackboard-X),4.4
367,(((((((scene AND object-X) OR scene OR scene) CLOSE TO (object-X AND NOT object)) AND object-X) OR object-X) CLOSE TO object-X) OR object),(((((((corridor-s AND wall-X) OR cloister-indoor-s OR atrium-public-s) CLOSE TO (floor-X AND NOT wall)) AND wall-X) OR catwalk-X) CLOSE TO wall-X) OR mosque),4.1
368,(((((object-X CLOSE (object AND NOT object)) OR object-X OR object-X) AND NOT object) OR object) AND NOT object),(((((sky-X CLOSE (windmill AND NOT sky)) OR fan-X OR windmill-X) AND NOT building) OR dam) AND NOT house),4.4
369,(((object-X OR object OR object OR object OR part-X) AND NOT scene) OR object),(((cradle-X OR railing OR playground OR bannister OR safety side-X) AND NOT staircase-s) OR railing),4.4
370,(object-X OR object-X OR object-X OR object-X OR object-X OR object-X OR object-X OR object-X OR object-X OR object),(plaything-X OR ball-X OR fish-X OR baptismal font-X OR sandbox-X OR hot tub-X OR gravestone-X OR mosque-X OR aquarium-X OR fireplace),2.9
371,(((object-X AND object-X AND scene) OR object-X OR object-X OR object-X OR object-X OR object-X) CLOSE TO (object OR object)),(((cabinet-X AND wall-X AND kitchen-s) OR washer-X OR shirt-X OR stove-X OR jacket-X OR apparel-X) CLOSE TO (wall OR wardrobe)),5.4
372,((object-X OR object-X OR object-X OR object) AND NOT object-X),((rubbish-X OR rubble-X OR steam shovel-X OR bicycle) AND NOT plant-X),3.9
373,((((((color OR scene) CLOSE TO object-X) OR object-X) CLOSE TO (object OR object)) OR object-X OR object-X OR object-X) CLOSE TO object),((((((yellow-c OR corridor-s) CLOSE TO ceiling-X) OR bowling alley-X) CLOSE TO (floor OR mirror)) OR bowling alley-X OR washing machines-X OR washer-X) CLOSE TO wall),4.8
374,((object-X OR object-X OR object-X OR object-X OR object-X OR part-X OR object OR object) CLOSE TO (object-X AND NOT object-X)),((sink-X OR ice rink-X OR countertop-X OR bathtub-X OR washer-X OR water tank-X OR case OR tumble dryer) CLOSE TO (wall-X AND NOT bathtub-X)),4.6
375,(part-X OR object OR object OR object OR object OR object OR object OR part OR object OR object-X),(shop window-X OR case OR animal OR box office OR booth OR cow OR bus stop OR head OR sculpture OR display window-X),3.5
376,(((object-X OR object-X OR scene OR scene OR scene) CLOSE TO (object AND NOT object-X)) OR object-X OR object OR object),(((toilet-X OR washer-X OR subway interior-s OR airplane cabin-s OR bus interior-s) CLOSE TO (wall AND NOT toilet-X)) OR washing machines-X OR bidet OR washer),4.4
377,(object-X OR object OR part-X OR object OR object OR object-X OR object OR object-X OR object OR scene),(elevator door-X OR pool table OR garage door-X OR elevator OR lighthouse OR folding door-X OR manhole OR file cabinet-X OR tower OR fitting room-interior-s),3.6
378,(object-X OR object-X OR object-X OR object OR object OR object OR object OR object OR object),(bridge-X OR aqueduct-X OR viaduct-X OR tunnel OR carport OR covered bridge OR service station OR arch OR trestle),4.8
379,(((((object-X OR scene) CLOSE (color-X OR object)) OR object-X) AND NOT object-X) OR object-X OR object-X OR object-X OR part-X),(((((swivel chair-X OR gymnasium-indoor-s) CLOSE (black-c-X OR desk)) OR toilet-X) AND NOT table-X) OR television camera-X OR bicycle-X OR equipment-X OR monitor-X),4.2
380,(object-X OR object-X OR object OR object OR scene OR object OR object-X),(tent-X OR washer-X OR big top OR washing machines OR cubicle-office-s OR henhouse OR tumble dryer-X),4.9
381,(((object CLOSE TO (color-X OR part)) OR object OR object OR object-X) AND NOT (object OR object OR scene OR object)),(((house CLOSE TO (blue-c-X OR garage door)) OR pool table OR island OR vineyard-X) AND NOT (railing OR plant OR mansion-s OR vineyard)),4.5
382,(((((object OR object-X) AND NOT object-X) CLOSE object-X) OR object OR object) AND NOT (part-X OR object-X OR object OR scene)),(((((curtain OR canopy-X) AND NOT bed-X) CLOSE bed-X) OR tent OR big top) AND NOT (footboard-X OR chair-X OR table OR nursery-s)),5.5
383,(object-X OR object-X OR part-X OR object-X OR part-X OR object OR part-X OR object-X OR object OR scene),(washer-X OR bicycle-X OR wheel-X OR minibike-X OR garage door-X OR washing machines OR metal shutter-X OR television camera-X OR shutter OR workshop-s),4.6
384,(((object-X OR object-X OR object-X OR object-X OR object-X OR object-X OR object OR object) AND NOT object-X) OR object-X),(((apparel-X OR shirt-X OR jacket-X OR jersey-X OR trouser-X OR bathrobe-X OR rack OR helicopter) AND NOT bed-X) OR jacket-X),5.2
385,((object-X OR object-X OR object OR object OR object OR object OR object OR object) AND NOT object-X),((autobus-X OR railroad train-X OR truck OR tunnel OR caravan OR bulldozer OR van OR viaduct) AND NOT field-X),3.4
386,((((object OR object-X OR object OR object OR object OR object-X) AND NOT part) OR object OR object) AND NOT object-X),((((hovel OR shanties-X OR truck OR shelter OR caravan OR service station-X) AND NOT roof) OR shelter OR henhouse) AND NOT house-X),4.0
387,((object OR object OR object OR object OR scene OR scene OR scene OR object-X OR object) AND NOT object),((curtain OR hovel OR covered bridge OR lockers OR sauna-s OR barn-s OR fence-s OR shed-X OR dome) AND NOT curtain),4.2
388,(((object-X CLOSE (((object OR scene) AND NOT (color OR object-X)) OR scene OR scene)) AND NOT object-X) CLOSE TO (object AND NOT object)),(((table-X CLOSE (((chair OR cafeteria-s) AND NOT (black-c OR table-X)) OR bistro-indoor-s OR beer garden-s)) AND NOT sofa-X) CLOSE TO (table AND NOT chair)),7.0
389,((((scene AND object-X) OR object-X OR object) CLOSE TO object-X) OR object OR object),((((castle-s AND building-X) OR lighthouse-X OR tower) CLOSE TO sky-X) OR telephone booth OR watchtower),5.0
390,(((object-X AND object-X AND color-X) OR object OR object-X OR object-X OR object-X OR object-X OR object-X) CLOSE TO object),(((sky-X AND building-X AND blue-c-X) OR dome OR roller coaster-X OR steam shovel-X OR decoration-X OR truck-X OR rubbish-X) CLOSE TO sky),4.5
391,(((object-X AND scene) OR object OR object-X OR object-X OR part-X OR object OR object-X) CLOSE TO (color AND NOT object-X)),(((sofa-X AND living room-s) OR cushion OR machine-X OR acropolis-X OR column-X OR animal OR sculpture-X) CLOSE TO (brown-c AND NOT sofa-X)),4.4
392,(((object-X OR object-X OR object-X OR object OR object-X OR object OR object-X OR scene) AND NOT object-X) OR scene),(((swivel chair-X OR animal-X OR ring-X OR cow OR ice rink-X OR horse OR dog-X OR shoe shop-s) AND NOT counter-X) OR hayfield-s),4.0
393,((((color AND object-X) AND NOT object-X) OR object-X OR object-X OR object-X) CLOSE TO ((color AND NOT object) OR object-X OR object-X)),((((white-c AND windowpane-X) AND NOT building-X) OR cage-X OR pitch-X OR greenhouse-X) CLOSE TO ((white-c AND NOT windowpane) OR chair-X OR cushion-X)),4.0
394,(((scene AND object-X) OR object OR object OR object OR object) AND NOT object),(((attic-s AND wall-X) OR tent OR dome OR greenhouse OR tunnel) AND NOT pillow),5.8
395,((((((object-X OR object-X OR scene OR scene OR scene) CLOSE TO color-X) OR object) AND NOT object) OR object) AND NOT object-X),((((((controls-X OR instrument panel-X OR bus interior-s OR cubicle-office-s OR car interior-backseat-s) CLOSE TO black-c-X) OR escalator) AND NOT person) OR controls) AND NOT table-X),3.5
396,(((object-X OR object-X OR object-X OR object-X OR object-X OR object-X OR object-X) AND NOT object) OR object-X OR object-X),(((apparel-X OR shirt-X OR television camera-X OR jacket-X OR trouser-X OR minibike-X OR jersey-X) AND NOT shelf) OR shoe-X OR apparel-X),4.2
397,((((((object AND color) CLOSE object) WITH object-X) CLOSE TO ((object-X AND NOT (color-X OR object-X)) OR object)) AND NOT scene) OR part-X),((((((windowpane AND white-c) CLOSE windowpane) WITH wall-X) CLOSE TO ((wall-X AND NOT (white-c-X OR windowpane-X)) OR table)) AND NOT living room-s) OR lower sash-X),5.4
398,((object-X OR part-X OR scene OR part-X OR object-X OR part OR scene OR object OR object) AND NOT object-X),((escalator-X OR fire escape-X OR elevator shaft-s OR column-X OR elevator-X OR windows OR covered bridge-interior-s OR scaffolding OR dam) AND NOT tree-X),3.4
399,(((object-X OR object-X OR object-X OR object OR object-X) AND NOT object-X) OR object-X),(((flower-X OR swimming pool-X OR hot tub-X OR cradle OR flowerpot-X) AND NOT stairs-X) OR flower-X),5.7
400,(((((((scene CLOSE TO object & object) AND NOT object-X) OR object) WITH (object-X AND NOT object-X)) OR object) CLOSE TO object-X) AND scene),(((((((living room-s CLOSE TO sofa & windowpane) AND NOT table-X) OR double door) WITH (sofa-X AND NOT windowpane-X)) OR fireplace) CLOSE TO sofa-X) AND living room-s),6.9
401,((((((object CLOSE TO object) AND scene) OR part-X) AND NOT object-X) CLOSE TO (color-X AND NOT (color-X OR object OR object-X))) OR part),((((((building CLOSE TO car) AND street-s) OR fire escape-X) AND NOT windowpane-X) CLOSE TO (white-c-X AND NOT (black-c-X OR car OR tree-X))) OR face),4.6
402,((((object-X AND object-X) OR part-X OR object-X OR object-X) AND NOT scene) OR object-X OR object-X),((((road-X AND building-X) OR shop window-X OR bowling alley-X OR railway-X) AND NOT highway-s) OR central reservation-X OR tracks-X),4.9
403,(((((object-X OR object-X OR scene OR object) AND NOT scene) OR object-X OR scene) AND NOT (object-X OR object)) OR object-X),(((((sand-X OR tent-X OR desert-sand-s OR badlands) AND NOT coast-s) OR mosque-X OR butte-s) AND NOT (rock-X OR earth)) OR tent-X),3.7
404,(((((object CLOSE TO color) OR object OR object OR object-X) AND NOT part) OR object OR object OR object-X) AND NOT object),(((((house CLOSE TO black-c) OR hovel OR shelter OR shanties-X) AND NOT roof) OR hovel OR covered bridge OR cabin-X) AND NOT building),4.1
405,(object-X OR object-X OR object OR object-X OR scene OR object-X OR object OR object-X OR object-X OR object),(service station-X OR ring-X OR telephone booth OR gas station-X OR wrestling ring-indoor-s OR mat-X OR lighthouse OR gas pump-X OR bus stop-X OR inflatable bounce game),4.1
406,((((object-X CLOSE TO part) OR object-X OR object OR scene) CLOSE TO (color-X AND NOT object)) OR object-X OR object-X OR object),((((bed-X CLOSE TO headboard) OR embankment-X OR field OR excavation-s) CLOSE TO (brown-c-X AND NOT field)) OR trench-X OR steam shovel-X OR bulldozer),4.1
407,((((object-X CLOSE object-X) OR object) AND object-X) OR object-X OR part-X OR object OR object OR object OR object),((((toilet-X CLOSE wall-X) OR sink) AND wall-X) OR water tower-X OR lid-X OR elevator door OR shower OR gravestone OR chimney),4.1
408,(((((scene AND object-X) OR object-X OR scene OR scene) CLOSE TO ((object-X AND NOT object) OR object)) AND object-X) OR object),(((((corridor-s AND wall-X) OR toilet-X OR hallway-s OR cloister-indoor-s) CLOSE TO ((floor-X AND NOT wall) OR bathtub)) AND wall-X) OR tunnel),4.5
409,((((((scene OR scene OR scene OR scene) AND NOT object) OR scene OR scene) AND NOT object) OR object-X) CLOSE object),((((((art gallery-s OR ballroom-s OR artists loft-s OR martial arts gym-s) AND NOT floor) OR parking garage-indoor-s OR museum-indoor-s) AND NOT floor) OR tennis court-X) CLOSE floor),5.1
410,(((((object OR object-X) CLOSE (object OR object-X)) WITH color-X) OR scene) CLOSE TO (((color-X OR object-X) AND NOT object) OR scene)),(((((mountain OR snow-X) CLOSE (tree OR house-X)) WITH black-c-X) OR ski resort-s) CLOSE TO (((black-c-X OR earth-X) AND NOT mountain) OR mountain snowy-s)),4.6
411,((((((object-X CLOSE TO color) OR object OR object OR object-X) AND NOT part-X) OR part-X) AND NOT object-X) OR object OR object),((((((bed-X CLOSE TO white-c) OR pillow OR plane OR stretcher-X) AND NOT footboard-X) OR lid-X) AND NOT pool table-X) OR pillow OR water tower),5.0
412,(object-X OR object-X OR object OR object OR object OR object-X),(pool table-X OR machine-X OR cannon OR television camera OR telescope OR table tennis-X),4.9
413,(((object-X OR object OR object OR object-X OR object OR object OR object OR object) AND NOT scene) OR object-X),(((tennis court-X OR court OR tower OR mosque-X OR lighthouse OR dome OR big top OR aqueduct) AND NOT castle-s) OR track-X),4.7
414,(((object-X OR object-X OR object-X OR scene OR object-X OR object-X OR scene) AND NOT scene) OR object),(((computer-X OR silver screen-X OR stage-X OR auditorium-s OR laptop-X OR crt screen-X OR conference center-s) AND NOT lecture room-s) OR escalator),4.2
415,(object OR object OR scene OR scene OR object OR part-X OR part-X OR object OR part-X OR part-X),(stairway OR autobus OR pagoda-s OR parking garage-outdoor-s OR lighthouse OR tread-X OR fire escape-X OR tower OR windows-X OR windshield-X),4.0
416,((object-X OR object-X OR object-X OR object-X OR scene) CLOSE TO ((object-X OR scene) AND NOT (object-X OR object-X OR object-X))),((sand-X OR palm-X OR pillar-X OR semidesert ground-X OR earth fissure-s) CLOSE TO ((sky-X OR cloister-indoor-s) AND NOT (sand-X OR semidesert ground-X OR earth-X))),4.6
417,((object-X OR object-X OR object-X OR scene OR object-X OR scene OR scene OR object-X OR object-X) AND NOT object-X),((case-X OR bar-X OR pier-X OR cafeteria-s OR ticket counter-X OR food court-s OR beer garden-s OR bandstand-X OR patty-X) AND NOT chair-X),4.0
418,(((((object-X CLOSE TO part) OR object-X OR object) AND NOT part-X) OR object OR object OR object) CLOSE TO (color-X AND NOT object-X)),(((((bed-X CLOSE TO headboard) OR sofa-X OR cradle) AND NOT headboard-X) OR fireplace OR cushion OR pillow) CLOSE TO (brown-c-X AND NOT sofa-X)),7.5
419,(((((((object-X AND NOT part-X) CLOSE object-X) OR part-X) CLOSE (object AND NOT (part-X OR object-X))) OR object-X) AND scene) OR part-X),(((((((toilet-X AND NOT water tank-X) CLOSE wall-X) OR water tank-X) CLOSE (toilet AND NOT (lid-X OR sink-X))) OR bidet-X) AND bathroom-s) OR lid-X),5.9
420,(((object-X AND object-X AND scene) OR object-X OR object OR object) CLOSE TO (((color-X OR object) AND NOT object) OR object)),(((cabinet-X AND wall-X AND kitchen-s) OR microwave-X OR cradle OR pantry) CLOSE TO (((brown-c-X OR stove) AND NOT cabinet) OR chest of drawers)),6.3
421,((object-X OR object-X OR object-X OR object OR object OR object OR part) AND NOT (object-X OR scene OR object)),((seat-X OR computer-X OR instrument panel-X OR swivel chair OR silver screen OR controls OR screen) AND NOT (table-X OR conference room-s OR sofa)),5.2
422,((((object-X CLOSE color) OR object-X OR object-X OR object-X OR scene OR object-X OR scene) AND NOT object-X) OR object-X),((((path-X CLOSE green-c) OR dirt track-X OR trench-X OR embankment-X OR crevasse-s OR tunnel-X OR mine-s) AND NOT road-X) OR tunnel-X),4.6
423,((object-X OR object-X OR object-X OR scene OR scene OR object-X OR scene OR object-X) CLOSE TO (color-X AND NOT object)),((plane-X OR runway-X OR helicopter-X OR corn field-s OR sandbar-s OR ship-X OR slum-s OR inflatable bounce game-X) CLOSE TO (blue-c-X AND NOT inflatable bounce game)),3.8
424,(object-X OR object-X OR object-X OR object-X OR object-X OR object-X OR object-X OR object OR object-X OR object),(windmill-X OR sculpture-X OR horse-X OR dog-X OR smoke-X OR television camera-X OR water tower-X OR animal OR cannon-X OR playground),3.0
425,((object-X OR object-X OR object OR object OR object OR scene OR object) CLOSE TO (color-X OR object-X OR part-X)),((cradle-X OR computer-X OR house OR blind OR bandstand OR cubicle-office-s OR monitoring device) CLOSE TO (grey-c-X OR cradle-X OR screen-X)),4.8
426,(((((object-X OR object-X) CLOSE TO color-X) OR material-X OR object OR object-X OR object-X OR object-X) AND NOT object-X) OR object),(((((case-X OR patty-X) CLOSE TO brown-c-X) OR food-X OR chandelier OR bullring-X OR bread rolls-X OR bread-X) AND NOT box-X) OR carousel),4.1
427,(object-X OR object-X OR object-X OR object OR object OR object-X OR object OR object OR object-X OR object),(helicopter-X OR aircraft carrier-X OR shirt-X OR lighthouse OR tower OR jacket-X OR windmill OR apparel OR control tower-X OR ship),4.1
428,(((((object-X OR object-X) CLOSE TO (scene AND NOT object-X)) OR object-X OR part-X OR scene OR part-X) AND NOT object-X) OR object-X),(((((road-X OR signboard-X) CLOSE TO (highway-s AND NOT road-X)) OR manhole-X OR water tank-X OR crevasse-s OR lid-X) AND NOT ice-X) OR controls-X),3.6
429,((((object-X CLOSE TO part) OR object-X OR object) AND NOT (part-X OR scene)) OR object),((((bed-X CLOSE TO headboard) OR pillow-X OR tent) AND NOT (footboard-X OR childs room-s)) OR pillow),4.3
430,(((((object AND scene) OR object-X OR scene OR scene OR scene) AND NOT scene) OR object-X) CLOSE TO (object-X OR scene)),(((((table AND conference room-s) OR pool table-X OR playroom-s OR kindergarden classroom-s OR day care center-s) AND NOT poolroom-home-s) OR computer-X) CLOSE TO (floor-X OR conference room-s)),5.1
431,((object-X OR object-X OR scene OR scene OR object-X OR scene OR object-X OR object) CLOSE TO (color OR object)),((signboard-X OR computer-X OR operating room-s OR dentists office-s OR ticket counter-X OR hospital room-s OR trade name-X OR tent) CLOSE TO (blue-c OR stretcher)),4.8
432,(((((scene AND NOT object) OR object-X OR scene OR scene) AND NOT object) CLOSE (object OR object-X OR scene)) AND object-X),(((((attic-s AND NOT ceiling) OR water-X OR cloister-indoor-s OR covered bridge-interior-s) AND NOT ceiling) CLOSE (ceiling OR beam-X OR cavern-indoor-s)) AND wall-X),4.4
433,(((((object-X OR object-X OR object-X OR object OR scene) AND NOT object) OR scene) AND NOT object-X) OR object-X OR object),(((((case-X OR umbrella-X OR carousel-X OR shops OR banquet hall-s) AND NOT chair) OR food court-s) AND NOT counter-X) OR patty-X OR case),4.5
434,((object-X OR object-X OR object OR object-X OR object-X) AND NOT (object OR object)),((plane-X OR runway-X OR washer OR bowling alley-X OR helicopter-X) AND NOT (road OR car)),4.6
435,(((((((object-X CLOSE color) OR object-X OR object-X) AND NOT part-X) OR object-X) AND NOT scene) OR object OR object-X) AND NOT scene),(((((((bed-X CLOSE pink-c) OR flower-X OR plaything-X) AND NOT footboard-X) OR cradle-X) AND NOT nursery-s) OR plaything OR shirt-X) AND NOT clothing store-s),4.7
436,(((object-X AND NOT object) OR object OR object-X OR object-X OR object-X OR object-X) WITH (object-X AND NOT (object-X OR object))),(((pool table-X AND NOT floor) OR swivel chair OR television camera-X OR dental chair-X OR grand piano-X OR stretcher-X) WITH (floor-X AND NOT (swivel chair-X OR floor))),4.7
